*
* No part of this file can be released without the consent of SMIC.
*
*This file contains the interconnect capacitance of parallel lines above a bottom plate.
*Three corners are provided : Typical, Fast and Slow.
***********************************************************
*****  SMIC Interconnect Capacitance Table     ************
***********************************************************

Process: 	65nm Mixed Signal Low Leakage 1P10M(1P9M, 1P8M, 1P7M, 1P6M) Salicide, Triple Voltage (1.2V/1.8/2.5V)
Version: 	1.0
Date: 		2009-09-31
Corner:  	Typical
Structure: 	Structure-1 (Parallel lines above a bottom plate)
(Please refer to SMIC SPICE document for the definition of each capacitance)


***********************
* Layers:	M1-AA *
***********************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
0.360	0.640	1.83E-01	4.23E-02	1.38E-02	6.51E-02	1.42E-02
0.360	0.690	1.76E-01	4.37E-02	1.38E-02	6.08E-02	1.50E-02
0.360	0.740	1.69E-01	4.53E-02	1.38E-02	5.71E-02	1.57E-02
0.360	0.840	1.59E-01	4.81E-02	1.38E-02	5.07E-02	1.72E-02
0.360	1.040	1.45E-01	5.35E-02	1.38E-02	4.14E-02	1.99E-02
0.360	1.240	1.36E-01	5.84E-02	1.38E-02	3.47E-02	2.23E-02
0.360	1.440	1.30E-01	6.27E-02	1.38E-02	2.97E-02	2.45E-02
0.360	1.640	1.26E-01	6.66E-02	1.38E-02	2.59E-02	2.64E-02
0.360	1.840	1.23E-01	7.02E-02	1.38E-02	2.28E-02	2.82E-02
0.360	2.040	1.21E-01	7.34E-02	1.38E-02	2.02E-02	2.98E-02
0.360	2.540	1.17E-01	8.00E-02	1.38E-02	1.55E-02	3.31E-02
0.360	3.040	1.15E-01	8.52E-02	1.38E-02	1.23E-02	3.57E-02
0.360	4.040	1.13E-01	9.25E-02	1.38E-02	8.34E-03	3.94E-02
0.360	5.040	1.12E-01	9.72E-02	1.38E-02	6.03E-03	4.17E-02
0.360	7.040	1.12E-01	1.03E-01	1.38E-02	3.67E-03	4.44E-02
0.360	10.040	1.12E-01	1.06E-01	1.38E-02	2.11E-03	4.63E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-AA *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.42E-01	1.74E-02	6.86E-03	1.05E-01	5.28E-03
1.350	1.650	2.31E-01	1.79E-02	6.86E-03	9.94E-02	5.50E-03
1.350	1.750	2.22E-01	1.83E-02	6.86E-03	9.48E-02	5.72E-03
1.350	1.950	2.06E-01	1.91E-02	6.86E-03	8.64E-02	6.12E-03
1.350	2.150	1.93E-01	1.99E-02	6.86E-03	7.96E-02	6.54E-03
1.350	2.650	1.69E-01	2.21E-02	6.86E-03	6.74E-02	7.62E-03
1.350	3.150	1.53E-01	2.42E-02	6.86E-03	5.90E-02	8.69E-03
1.350	3.650	1.40E-01	2.63E-02	6.86E-03	5.20E-02	9.73E-03
1.350	4.150	1.30E-01	2.83E-02	6.86E-03	4.67E-02	1.07E-02
1.350	5.150	1.17E-01	3.23E-02	6.86E-03	3.87E-02	1.27E-02
1.350	6.150	1.09E-01	3.60E-02	6.86E-03	3.31E-02	1.46E-02
1.350	7.150	1.02E-01	3.95E-02	6.86E-03	2.86E-02	1.63E-02
1.350	8.150	9.71E-02	4.26E-02	6.86E-03	2.48E-02	1.79E-02
1.350	9.150	9.35E-02	4.57E-02	6.86E-03	2.19E-02	1.94E-02
1.350	10.150	9.10E-02	4.84E-02	6.86E-03	1.94E-02	2.08E-02
------	-------	--------	--------	--------	--------	--------

**********************************
* Layers:	MT2-POLY (on AA) *
**********************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.42E-01	1.76E-02	6.95E-03	1.05E-01	5.33E-03
1.350	1.650	2.32E-01	1.80E-02	6.95E-03	9.94E-02	5.55E-03
1.350	1.750	2.22E-01	1.84E-02	6.95E-03	9.48E-02	5.74E-03
1.350	1.950	2.07E-01	1.93E-02	6.95E-03	8.68E-02	6.15E-03
1.350	2.150	1.94E-01	2.01E-02	6.95E-03	8.02E-02	6.59E-03
1.350	2.650	1.70E-01	2.23E-02	6.95E-03	6.78E-02	7.69E-03
1.350	3.150	1.53E-01	2.44E-02	6.95E-03	5.90E-02	8.73E-03
1.350	3.650	1.41E-01	2.65E-02	6.95E-03	5.24E-02	9.78E-03
1.350	4.150	1.32E-01	2.86E-02	6.95E-03	4.71E-02	1.08E-02
1.350	5.150	1.18E-01	3.26E-02	6.95E-03	3.92E-02	1.28E-02
1.350	6.150	1.09E-01	3.62E-02	6.95E-03	3.34E-02	1.46E-02
1.350	7.150	1.03E-01	3.96E-02	6.95E-03	2.89E-02	1.63E-02
1.350	8.150	9.82E-02	4.29E-02	6.95E-03	2.52E-02	1.80E-02
1.350	9.150	9.47E-02	4.60E-02	6.95E-03	2.22E-02	1.95E-02
1.350	10.150	9.21E-02	4.87E-02	6.95E-03	1.98E-02	2.09E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M1 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.42E-01	1.89E-02	7.57E-03	1.04E-01	5.65E-03
1.350	1.650	2.32E-01	1.94E-02	7.57E-03	9.91E-02	5.90E-03
1.350	1.750	2.23E-01	1.99E-02	7.57E-03	9.45E-02	6.14E-03
1.350	1.950	2.07E-01	2.07E-02	7.57E-03	8.64E-02	6.59E-03
1.350	2.150	1.95E-01	2.17E-02	7.57E-03	7.98E-02	7.06E-03
1.350	2.650	1.71E-01	2.40E-02	7.57E-03	6.74E-02	8.23E-03
1.350	3.150	1.54E-01	2.64E-02	7.57E-03	5.85E-02	9.39E-03
1.350	3.650	1.42E-01	2.86E-02	7.57E-03	5.19E-02	1.05E-02
1.350	4.150	1.33E-01	3.08E-02	7.57E-03	4.65E-02	1.16E-02
1.350	5.150	1.20E-01	3.51E-02	7.57E-03	3.87E-02	1.38E-02
1.350	6.150	1.11E-01	3.91E-02	7.57E-03	3.29E-02	1.57E-02
1.350	7.150	1.05E-01	4.25E-02	7.57E-03	2.83E-02	1.75E-02
1.350	8.150	1.00E-01	4.60E-02	7.57E-03	2.47E-02	1.92E-02
1.350	9.150	9.68E-02	4.91E-02	7.57E-03	2.17E-02	2.08E-02
1.350	10.150	9.43E-02	5.21E-02	7.57E-03	1.92E-02	2.23E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M2 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.43E-01	2.03E-02	8.23E-03	1.04E-01	6.03E-03
1.350	1.650	2.32E-01	2.08E-02	8.23E-03	9.88E-02	6.26E-03
1.350	1.750	2.23E-01	2.13E-02	8.23E-03	9.41E-02	6.52E-03
1.350	1.950	2.08E-01	2.23E-02	8.23E-03	8.61E-02	7.01E-03
1.350	2.150	1.95E-01	2.33E-02	8.23E-03	7.95E-02	7.53E-03
1.350	2.650	1.71E-01	2.58E-02	8.23E-03	6.70E-02	8.80E-03
1.350	3.150	1.55E-01	2.83E-02	8.23E-03	5.81E-02	1.01E-02
1.350	3.650	1.43E-01	3.08E-02	8.23E-03	5.14E-02	1.13E-02
1.350	4.150	1.34E-01	3.32E-02	8.23E-03	4.61E-02	1.25E-02
1.350	5.150	1.21E-01	3.76E-02	8.23E-03	3.81E-02	1.47E-02
1.350	6.150	1.12E-01	4.18E-02	8.23E-03	3.23E-02	1.68E-02
1.350	7.150	1.06E-01	4.56E-02	8.23E-03	2.77E-02	1.87E-02
1.350	8.150	1.02E-01	4.91E-02	8.23E-03	2.41E-02	2.04E-02
1.350	9.150	9.87E-02	5.23E-02	8.23E-03	2.11E-02	2.21E-02
1.350	10.150	9.62E-02	5.55E-02	8.23E-03	1.86E-02	2.36E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M3 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.43E-01	2.18E-02	9.01E-03	1.04E-01	6.41E-03
1.350	1.650	2.33E-01	2.25E-02	9.01E-03	9.84E-02	6.73E-03
1.350	1.750	2.24E-01	2.30E-02	9.01E-03	9.37E-02	6.99E-03
1.350	1.950	2.08E-01	2.41E-02	9.01E-03	8.57E-02	7.53E-03
1.350	2.150	1.96E-01	2.52E-02	9.01E-03	7.90E-02	8.11E-03
1.350	2.650	1.72E-01	2.80E-02	9.01E-03	6.65E-02	9.48E-03
1.350	3.150	1.56E-01	3.07E-02	9.01E-03	5.75E-02	1.08E-02
1.350	3.650	1.44E-01	3.33E-02	9.01E-03	5.08E-02	1.21E-02
1.350	4.150	1.35E-01	3.58E-02	9.01E-03	4.55E-02	1.34E-02
1.350	5.150	1.22E-01	4.06E-02	9.01E-03	3.74E-02	1.58E-02
1.350	6.150	1.14E-01	4.51E-02	9.01E-03	3.15E-02	1.80E-02
1.350	7.150	1.08E-01	4.90E-02	9.01E-03	2.70E-02	2.00E-02
1.350	8.150	1.04E-01	5.28E-02	9.01E-03	2.34E-02	2.19E-02
1.350	9.150	1.01E-01	5.61E-02	9.01E-03	2.04E-02	2.35E-02
1.350	10.150	9.86E-02	5.92E-02	9.01E-03	1.80E-02	2.51E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M4 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.44E-01	2.38E-02	9.96E-03	1.03E-01	6.91E-03
1.350	1.650	2.33E-01	2.44E-02	9.96E-03	9.79E-02	7.22E-03
1.350	1.750	2.24E-01	2.50E-02	9.96E-03	9.32E-02	7.53E-03
1.350	1.950	2.09E-01	2.63E-02	9.96E-03	8.51E-02	8.15E-03
1.350	2.150	1.96E-01	2.75E-02	9.96E-03	7.85E-02	8.78E-03
1.350	2.650	1.73E-01	3.05E-02	9.96E-03	6.59E-02	1.03E-02
1.350	3.150	1.57E-01	3.34E-02	9.96E-03	5.69E-02	1.17E-02
1.350	3.650	1.45E-01	3.63E-02	9.96E-03	5.01E-02	1.32E-02
1.350	4.150	1.36E-01	3.90E-02	9.96E-03	4.47E-02	1.45E-02
1.350	5.150	1.24E-01	4.42E-02	9.96E-03	3.67E-02	1.71E-02
1.350	6.150	1.16E-01	4.89E-02	9.96E-03	3.07E-02	1.95E-02
1.350	7.150	1.10E-01	5.30E-02	9.96E-03	2.62E-02	2.15E-02
1.350	8.150	1.06E-01	5.70E-02	9.96E-03	2.26E-02	2.35E-02
1.350	9.150	1.04E-01	6.05E-02	9.96E-03	1.97E-02	2.52E-02
1.350	10.150	1.01E-01	6.36E-02	9.96E-03	1.73E-02	2.68E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M5 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.44E-01	2.62E-02	1.11E-02	1.03E-01	7.53E-03
1.350	1.650	2.34E-01	2.69E-02	1.11E-02	9.73E-02	7.88E-03
1.350	1.750	2.25E-01	2.76E-02	1.11E-02	9.26E-02	8.23E-03
1.350	1.950	2.10E-01	2.90E-02	1.11E-02	8.45E-02	8.91E-03
1.350	2.150	1.97E-01	3.03E-02	1.11E-02	7.78E-02	9.60E-03
1.350	2.650	1.74E-01	3.37E-02	1.11E-02	6.51E-02	1.13E-02
1.350	3.150	1.58E-01	3.69E-02	1.11E-02	5.61E-02	1.29E-02
1.350	3.650	1.47E-01	3.99E-02	1.11E-02	4.92E-02	1.44E-02
1.350	4.150	1.38E-01	4.29E-02	1.11E-02	4.38E-02	1.59E-02
1.350	5.150	1.26E-01	4.84E-02	1.11E-02	3.57E-02	1.86E-02
1.350	6.150	1.18E-01	5.34E-02	1.11E-02	2.98E-02	2.11E-02
1.350	7.150	1.13E-01	5.77E-02	1.11E-02	2.53E-02	2.33E-02
1.350	8.150	1.09E-01	6.19E-02	1.11E-02	2.17E-02	2.54E-02
1.350	9.150	1.07E-01	6.55E-02	1.11E-02	1.88E-02	2.72E-02
1.350	10.150	1.05E-01	6.88E-02	1.11E-02	1.65E-02	2.88E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M6 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.45E-01	2.92E-02	1.26E-02	1.02E-01	8.31E-03
1.350	1.650	2.35E-01	3.00E-02	1.26E-02	9.65E-02	8.71E-03
1.350	1.750	2.26E-01	3.08E-02	1.26E-02	9.18E-02	9.09E-03
1.350	1.950	2.11E-01	3.23E-02	1.26E-02	8.37E-02	9.86E-03
1.350	2.150	1.99E-01	3.40E-02	1.26E-02	7.70E-02	1.07E-02
1.350	2.650	1.76E-01	3.76E-02	1.26E-02	6.42E-02	1.25E-02
1.350	3.150	1.60E-01	4.11E-02	1.26E-02	5.51E-02	1.42E-02
1.350	3.650	1.49E-01	4.44E-02	1.26E-02	4.82E-02	1.59E-02
1.350	4.150	1.40E-01	4.76E-02	1.26E-02	4.28E-02	1.75E-02
1.350	5.150	1.29E-01	5.35E-02	1.26E-02	3.47E-02	2.05E-02
1.350	6.150	1.22E-01	5.89E-02	1.26E-02	2.88E-02	2.31E-02
1.350	7.150	1.17E-01	6.34E-02	1.26E-02	2.43E-02	2.54E-02
1.350	8.150	1.13E-01	6.78E-02	1.26E-02	2.07E-02	2.76E-02
1.350	9.150	1.11E-01	7.14E-02	1.26E-02	1.79E-02	2.94E-02
1.350	10.150	1.09E-01	7.49E-02	1.26E-02	1.56E-02	3.11E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M7 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.47E-01	3.32E-02	1.46E-02	1.01E-01	9.30E-03
1.350	1.650	2.37E-01	3.40E-02	1.46E-02	9.56E-02	9.73E-03
1.350	1.750	2.28E-01	3.49E-02	1.46E-02	9.08E-02	1.02E-02
1.350	1.950	2.13E-01	3.67E-02	1.46E-02	8.27E-02	1.11E-02
1.350	2.150	2.00E-01	3.85E-02	1.46E-02	7.59E-02	1.20E-02
1.350	2.650	1.78E-01	4.26E-02	1.46E-02	6.31E-02	1.40E-02
1.350	3.150	1.63E-01	4.65E-02	1.46E-02	5.39E-02	1.59E-02
1.350	3.650	1.52E-01	5.02E-02	1.46E-02	4.70E-02	1.78E-02
1.350	4.150	1.44E-01	5.36E-02	1.46E-02	4.15E-02	1.95E-02
1.350	5.150	1.33E-01	6.00E-02	1.46E-02	3.34E-02	2.27E-02
1.350	6.150	1.26E-01	6.56E-02	1.46E-02	2.76E-02	2.55E-02
1.350	7.150	1.21E-01	7.06E-02	1.46E-02	2.31E-02	2.80E-02
1.350	8.150	1.18E-01	7.51E-02	1.46E-02	1.96E-02	3.02E-02
1.350	9.150	1.16E-01	7.89E-02	1.46E-02	1.68E-02	3.21E-02
1.350	10.150	1.14E-01	8.23E-02	1.46E-02	1.46E-02	3.39E-02
------	-------	--------	--------	--------	--------	--------

************************
* Layers:	MT2-M8 *
************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.49E-01	3.84E-02	1.73E-02	9.97E-02	1.06E-02
1.350	1.650	2.39E-01	3.96E-02	1.73E-02	9.43E-02	1.11E-02
1.350	1.750	2.30E-01	4.06E-02	1.73E-02	8.95E-02	1.17E-02
1.350	1.950	2.15E-01	4.25E-02	1.73E-02	8.13E-02	1.26E-02
1.350	2.150	2.03E-01	4.45E-02	1.73E-02	7.45E-02	1.36E-02
1.350	2.650	1.81E-01	4.91E-02	1.73E-02	6.16E-02	1.59E-02
1.350	3.150	1.66E-01	5.35E-02	1.73E-02	5.25E-02	1.81E-02
1.350	3.650	1.56E-01	5.76E-02	1.73E-02	4.55E-02	2.02E-02
1.350	4.150	1.48E-01	6.14E-02	1.73E-02	4.00E-02	2.21E-02
1.350	5.150	1.38E-01	6.83E-02	1.73E-02	3.20E-02	2.55E-02
1.350	6.150	1.31E-01	7.43E-02	1.73E-02	2.62E-02	2.85E-02
1.350	7.150	1.27E-01	7.95E-02	1.73E-02	2.18E-02	3.11E-02
1.350	8.150	1.24E-01	8.41E-02	1.73E-02	1.84E-02	3.34E-02
1.350	9.150	1.23E-01	8.79E-02	1.73E-02	1.57E-02	3.53E-02
1.350	10.150	1.21E-01	9.13E-02	1.73E-02	1.35E-02	3.70E-02
------	-------	--------	--------	--------	--------	--------

*************************
* Layers:	MT2-MT1 *
*************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	2.79E-01	8.84E-02	4.42E-02	9.04E-02	2.21E-02
1.350	1.650	2.70E-01	9.04E-02	4.42E-02	8.50E-02	2.31E-02
1.350	1.750	2.62E-01	9.23E-02	4.42E-02	8.02E-02	2.40E-02
1.350	1.950	2.49E-01	9.59E-02	4.42E-02	7.21E-02	2.58E-02
1.350	2.150	2.39E-01	9.94E-02	4.42E-02	6.52E-02	2.76E-02
1.350	2.650	2.20E-01	1.07E-01	4.42E-02	5.26E-02	3.14E-02
1.350	3.150	2.09E-01	1.14E-01	4.42E-02	4.38E-02	3.47E-02
1.350	3.650	2.01E-01	1.20E-01	4.42E-02	3.72E-02	3.77E-02
1.350	4.150	1.95E-01	1.25E-01	4.42E-02	3.21E-02	4.02E-02
1.350	5.150	1.88E-01	1.33E-01	4.42E-02	2.48E-02	4.45E-02
1.350	6.150	1.84E-01	1.40E-01	4.42E-02	1.97E-02	4.80E-02
1.350	7.150	1.82E-01	1.46E-01	4.42E-02	1.61E-02	5.08E-02
1.350	8.150	1.80E-01	1.50E-01	4.42E-02	1.32E-02	5.31E-02
1.350	9.150	1.79E-01	1.54E-01	4.42E-02	1.10E-02	5.51E-02
1.350	10.150	1.78E-01	1.58E-01	4.42E-02	9.18E-03	5.67E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-AA *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	1.54E-01	1.18E-02	4.37E-03	6.43E-02	3.74E-03
1.350	1.650	1.48E-01	1.21E-02	4.37E-03	6.16E-02	3.88E-03
1.350	1.750	1.43E-01	1.24E-02	4.37E-03	5.91E-02	4.03E-03
1.350	1.950	1.35E-01	1.30E-02	4.37E-03	5.50E-02	4.30E-03
1.350	2.150	1.28E-01	1.35E-02	4.37E-03	5.14E-02	4.56E-03
1.350	2.650	1.15E-01	1.48E-02	4.37E-03	4.48E-02	5.21E-03
1.350	3.150	1.05E-01	1.63E-02	4.37E-03	3.96E-02	5.97E-03
1.350	3.650	9.72E-02	1.77E-02	4.37E-03	3.56E-02	6.67E-03
1.350	4.150	9.14E-02	1.90E-02	4.37E-03	3.24E-02	7.33E-03
1.350	5.150	8.30E-02	2.16E-02	4.37E-03	2.75E-02	8.61E-03
1.350	6.150	7.70E-02	2.40E-02	4.37E-03	2.38E-02	9.84E-03
1.350	7.150	7.28E-02	2.62E-02	4.37E-03	2.09E-02	1.09E-02
1.350	8.150	6.96E-02	2.84E-02	4.37E-03	1.84E-02	1.20E-02
1.350	9.150	6.73E-02	3.05E-02	4.37E-03	1.65E-02	1.30E-02
1.350	10.150	6.54E-02	3.23E-02	4.37E-03	1.47E-02	1.40E-02
------	-------	--------	--------	--------	--------	--------

************************************
* Layers:	ALRDL-POLY (on AA) *
************************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	1.53E-01	1.20E-02	4.40E-03	6.40E-02	3.81E-03
1.350	1.650	1.48E-01	1.23E-02	4.40E-03	6.13E-02	3.96E-03
1.350	1.750	1.43E-01	1.26E-02	4.40E-03	5.89E-02	4.10E-03
1.350	1.950	1.34E-01	1.32E-02	4.40E-03	5.47E-02	4.38E-03
1.350	2.150	1.27E-01	1.37E-02	4.40E-03	5.12E-02	4.65E-03
1.350	2.650	1.14E-01	1.51E-02	4.40E-03	4.44E-02	5.36E-03
1.350	3.150	1.04E-01	1.65E-02	4.40E-03	3.94E-02	6.04E-03
1.350	3.650	9.68E-02	1.79E-02	4.40E-03	3.54E-02	6.74E-03
1.350	4.150	9.10E-02	1.92E-02	4.40E-03	3.22E-02	7.40E-03
1.350	5.150	8.25E-02	2.18E-02	4.40E-03	2.72E-02	8.70E-03
1.350	6.150	7.67E-02	2.43E-02	4.40E-03	2.35E-02	9.94E-03
1.350	7.150	7.25E-02	2.64E-02	4.40E-03	2.06E-02	1.10E-02
1.350	8.150	6.93E-02	2.86E-02	4.40E-03	1.82E-02	1.21E-02
1.350	9.150	6.70E-02	3.07E-02	4.40E-03	1.62E-02	1.32E-02
1.350	10.150	6.52E-02	3.26E-02	4.40E-03	1.45E-02	1.41E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M1 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	1.53E-01	1.25E-02	4.64E-03	6.39E-02	3.92E-03
1.350	1.650	1.48E-01	1.28E-02	4.64E-03	6.13E-02	4.07E-03
1.350	1.750	1.43E-01	1.31E-02	4.64E-03	5.88E-02	4.22E-03
1.350	1.950	1.35E-01	1.37E-02	4.64E-03	5.47E-02	4.52E-03
1.350	2.150	1.28E-01	1.42E-02	4.64E-03	5.11E-02	4.79E-03
1.350	2.650	1.14E-01	1.57E-02	4.64E-03	4.43E-02	5.53E-03
1.350	3.150	1.04E-01	1.72E-02	4.64E-03	3.92E-02	6.27E-03
1.350	3.650	9.69E-02	1.86E-02	4.64E-03	3.52E-02	7.00E-03
1.350	4.150	9.11E-02	2.01E-02	4.64E-03	3.20E-02	7.71E-03
1.350	5.150	8.27E-02	2.28E-02	4.64E-03	2.70E-02	9.06E-03
1.350	6.150	7.70E-02	2.54E-02	4.64E-03	2.32E-02	1.04E-02
1.350	7.150	7.28E-02	2.77E-02	4.64E-03	2.03E-02	1.15E-02
1.350	8.150	6.98E-02	2.99E-02	4.64E-03	1.79E-02	1.26E-02
1.350	9.150	6.75E-02	3.21E-02	4.64E-03	1.59E-02	1.37E-02
1.350	10.150	6.57E-02	3.41E-02	4.64E-03	1.42E-02	1.47E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M2 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	1.53E-01	1.29E-02	4.88E-03	6.38E-02	4.02E-03
1.350	1.650	1.48E-01	1.32E-02	4.88E-03	6.12E-02	4.18E-03
1.350	1.750	1.43E-01	1.36E-02	4.88E-03	5.88E-02	4.34E-03
1.350	1.950	1.35E-01	1.42E-02	4.88E-03	5.46E-02	4.65E-03
1.350	2.150	1.28E-01	1.48E-02	4.88E-03	5.10E-02	4.94E-03
1.350	2.650	1.14E-01	1.63E-02	4.88E-03	4.41E-02	5.72E-03
1.350	3.150	1.04E-01	1.79E-02	4.88E-03	3.90E-02	6.50E-03
1.350	3.650	9.71E-02	1.94E-02	4.88E-03	3.50E-02	7.25E-03
1.350	4.150	9.13E-02	2.09E-02	4.88E-03	3.18E-02	8.00E-03
1.350	5.150	8.30E-02	2.37E-02	4.88E-03	2.67E-02	9.41E-03
1.350	6.150	7.73E-02	2.64E-02	4.88E-03	2.30E-02	1.08E-02
1.350	7.150	7.32E-02	2.88E-02	4.88E-03	2.00E-02	1.20E-02
1.350	8.150	7.02E-02	3.11E-02	4.88E-03	1.76E-02	1.31E-02
1.350	9.150	6.80E-02	3.34E-02	4.88E-03	1.56E-02	1.43E-02
1.350	10.150	6.63E-02	3.55E-02	4.88E-03	1.39E-02	1.53E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M3 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
1.350	1.550	1.53E-01	1.34E-02	5.15E-03	6.37E-02	4.14E-03
1.350	1.650	1.48E-01	1.38E-02	5.15E-03	6.11E-02	4.31E-03
1.350	1.750	1.43E-01	1.41E-02	5.15E-03	5.86E-02	4.47E-03
1.350	1.950	1.35E-01	1.47E-02	5.15E-03	5.44E-02	4.78E-03
1.350	2.150	1.28E-01	1.54E-02	5.15E-03	5.09E-02	5.11E-03
1.350	2.650	1.14E-01	1.70E-02	5.15E-03	4.40E-02	5.93E-03
1.350	3.150	1.05E-01	1.87E-02	5.15E-03	3.88E-02	6.76E-03
1.350	3.650	9.73E-02	2.02E-02	5.15E-03	3.48E-02	7.55E-03
1.350	4.150	9.16E-02	2.18E-02	5.15E-03	3.15E-02	8.32E-03
1.350	5.150	8.33E-02	2.48E-02	5.15E-03	2.65E-02	9.81E-03
1.350	6.150	7.77E-02	2.76E-02	5.15E-03	2.27E-02	1.12E-02
1.350	7.150	7.37E-02	3.00E-02	5.15E-03	1.97E-02	1.24E-02
1.350	8.150	7.08E-02	3.25E-02	5.15E-03	1.72E-02	1.37E-02
1.350	9.150	6.86E-02	3.48E-02	5.15E-03	1.52E-02	1.48E-02
1.350	10.150	6.69E-02	3.70E-02	5.15E-03	1.35E-02	1.59E-02
------	-------	--------	--------	--------	--------	--------

**************************
* Layers:	ALRDL-M4 *
**************************
Width	Spacing	Ctotal 		Cbottom		  Ca   		 Ccoup 		  Cf   
 (um)	  (um) 	(fF/um)		(fF/um)		(fF/um)		(fF/um)		(fF/um)
------	-------	--------	--------	--------	--------	--------
